,description,place,charged_amount,label,label_id
8161,"MRI scan of brain, during open brain procedure before and after contrast",F,760.36,Moderate-Low,2
8168,Suture of recent wound of the eyelid involving lid margin,F,944.29,Moderate-Low,2
8172,"Biopsy of gallbladder, pancreatic, liver, and bile ducts using an endoscope",F,1183.41,Moderate-Low,2
8177,Closed treatment of shoulder dislocation with manipulation,F,1229.11,Moderate-Low,2
8180,"Drainage of abscess, cyst, or blood accumulation under the tongue or lower teeth",F,1271.33,Moderate-Low,2
8186,"Repair of wound (1.1 to 2.5 centimeters) of scalp, arms, and/or legs",F,902.33,Moderate-Low,2
8195,Amputation of foot,F,1558.19,Moderate-Low,2
8202,"Incision of artery in one thigh for insertion of prosthesis, open procedure",F,1380.74,Moderate-Low,2
8204,Destruction of multiple vaginal growths,F,1182.26,Moderate-Low,2
8208,Removal of foreign body or stone from kidney or urinary duct (ureter) using an endoscope,F,947.23,Moderate-Low,2
8209,"Anesthesia for forearm, wrist, or hand cast application, removal or repair",F,1174.59,Moderate-Low,2
8214,Plastic repair of uterine opening,F,1285.11,Moderate-Low,2
8218,Revision of permanent windpipe opening scar,F,1304.76,Moderate-Low,2
8220,Mouth procedure,F,1227.74,Moderate-Low,2
8227,Incision of the bladder canal (urethra) using an endoscope,F,1469.94,Moderate-Low,2
8240,"Repair of wound (12.6 to 20.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes",F,964.96,Moderate-Low,2
8254,Anesthesia for procedure on eye for removal of iris,F,942.79,Moderate-Low,2
8259,"Removal of foreign body of foot tissue, accessed beneath the skin",F,869.23,Moderate-Low,2
8260,Removal of skin and tissue beneath the skin of groin for excessive sweating,F,1554.0,Moderate-Low,2
8265,Biopsy of breast accessed through the skin with MRI guidance,F,668.92,Moderate-Low,2
8267,Anesthesia for procedure on lower intestine using an endoscope,F,862.36,Moderate-Low,2
8268,Amputation of foot,F,1457.8,Moderate-Low,2
8270,"High dose brachytherapy , 2- 12 channels",F,736.24,Moderate-Low,2
8275,Examination of chest using an endoscope with biopsy,F,1485.54,Moderate-Low,2
8283,Closed treatment of dislocated hand joint with manipulation under anesthesia,F,1534.56,Moderate-Low,2
8287,Revision of implanted arterial infusion pump,F,918.69,Moderate-Low,2
8288,Tear-producing drainage system procedure,F,1303.92,Moderate-Low,2
8291,Harvest of patient bone marrow for transplantation,F,1189.96,Moderate-Low,2
8297,Insertion of small bowel stent using an endoscope,F,925.56,Moderate-Low,2
8305,Examination of lung airways using an endoscope with imaging guidance and ultrasound,F,1379.46,Moderate-Low,2
8309,Removal of skin and tissue beneath the skin of anus or navel for excessive sweating,F,1232.75,Moderate-Low,2
8310,Biopsy of throat lesion behind nose,F,984.41,Moderate-Low,2
8312,Removal of foreign body from voice box using an endoscope with operating microscope or telescope,F,1027.15,Moderate-Low,2
8314,Removal or destruction of abnormal pouches of urinary duct (ureter) at bladder using an endoscope,F,1127.43,Moderate-Low,2
8317,"Incision, aspiration, and inflation of eardrum under anesthesia",F,1144.73,Moderate-Low,2
8333,"Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or 1% body area of infants and children)",F,963.13,Moderate-Low,2
8335,Mechanical separation of plasma from opening blood,F,991.92,Moderate-Low,2
8347,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,F,1018.55,Moderate-Low,2
8354,"Exploration, drainage, or removal of foreign body of hand joint",F,1434.46,Moderate-Low,2
8357,Balloon dilation of esophagus using an endoscope,F,796.11,Moderate-Low,2
8361,Excision of vaginal cyst or tumor,F,1194.02,Moderate-Low,2
8363,Incision or repair of abnormal bladder canal (urethra),F,1079.02,Moderate-Low,2
8370,Biopsy of voice box using an endoscope,F,880.7,Moderate-Low,2
8374,Removal of multiple external anal growths,F,1178.64,Moderate-Low,2
8380,Harvest of bone fragments for spine surgery graft,F,780.02,Moderate-Low,2
8383,Biopsy of esophagus using an endoscope,F,798.77,Moderate-Low,2
8398,Removal of foreign body from voice box using an endoscope,F,734.23,Moderate-Low,2
8404,Removal of defibrillator electrode,F,1142.24,Moderate-Low,2
8405,Cone biopsy of the cervix and vagina using an endoscope,F,1264.75,Moderate-Low,2
8408,Control of esophageal bleeding using an endoscope,F,839.62,Moderate-Low,2
8411,Anesthesia for procedure on eyelid,F,1000.69,Moderate-Low,2
8420,"Insertion of abdominal cavity catheter for drainage or dialysis, open procedure",F,1090.17,Moderate-Low,2
8422,Anesthesia for eye examination using an endoscope,F,752.77,Moderate-Low,2
8425,"Repair of wound (2.6 to 7.5 centimeters) of neck, hands, feet, and/or genitals",F,780.53,Moderate-Low,2
8431,Incision of bladder with drainage,F,1222.17,Moderate-Low,2
8438,"Dilation of bile ducts with stent insertion using an endoscope, accessed through the skin",F,1186.45,Moderate-Low,2
8442,Exposure of lymph node of chest cavity,F,1079.93,Moderate-Low,2
8448,"Diagnostic examination of lungs, heart sac, mid-chest cavity, or lung lining using an endoscope",F,1096.05,Moderate-Low,2
12,Removal of rectal growth,F,2140.42,Moderate-High,3
26,Insertion of amniotic membrane to eye surface,F,2304.54,Moderate-High,3
27,Leg or ankle procedure,F,1987.44,Moderate-High,3
30,Lower arm or wrist procedure,F,1702.28,Moderate-High,3
56,Removal of eyelid growth under general anesthesia and/or requiring hospitalization,F,1730.43,Moderate-High,3
75,Destruction of (less than 0.5 centimeters) growths of the bladder and bladder canal (urethra) using an endoscope,F,2160.12,Moderate-High,3
81,Injections of lower or sacral spine facet joint using imaging guidance,F,1643.19,Moderate-High,3
88,Removal (1.5 centimeters or greater) tissue beneath the skin growth of hand or finger,F,2544.56,Moderate-High,3
97,Repositioning of trapped groin hernia,F,2199.91,Moderate-High,3
108,Open treatment of dislocated foot joint,F,2442.69,Moderate-High,3
115,Suture of tongue,F,1600.57,Moderate-High,3
125,Insertion of stent into bile duct,F,2343.59,Moderate-High,3
126,"Tissue transfer repair of wound (10.1 to 30.0 sq centimeters) of the scalp, arms, and/or legs",F,2359.23,Moderate-High,3
129,Removal of growth of tendon finger or hand,F,2507.07,Moderate-High,3
133,Incision to repair wrist joint,F,2186.54,Moderate-High,3
134,Removal of forearm bone at elbow joint,F,2644.02,Moderate-High,3
138,Transfer of muscle to hip,F,1706.22,Moderate-High,3
145,"Amputation at upper arm bone, open procedure",F,2361.12,Moderate-High,3
147,Re-amputation of leg,F,2215.2,Moderate-High,3
148,Large bowel procedure,F,1627.57,Moderate-High,3
155,Removal of large bowel tissue using an endoscope,F,1607.24,Moderate-High,3
158,Repair of protrusion of intestine into rectum or vagina,F,1989.43,Moderate-High,3
165,"Insertion of central venous catheter for infusion with port beneath the skin, patient 5 years or older",F,2077.94,Moderate-High,3
166,Dilation of the bladder including local anesthetic using an endoscope,F,1717.73,Moderate-High,3
168,Partial removal of elbow bone,F,2532.25,Moderate-High,3
170,Destruction of lower or sacral spinal facet joint nerves using imaging guidance,F,2390.12,Moderate-High,3
172,Closed treatment of fracture below neck of upper thigh bone,F,1588.28,Moderate-High,3
173,Partial removal of knee joint lining using an endoscope,F,2614.57,Moderate-High,3
179,Destruction or removal of ovary or pelvic growths using an endoscope,F,2387.12,Moderate-High,3
181,"Removal of tendons, ligaments, and muscles of wrist",F,2120.71,Moderate-High,3
182,Release of scar tissue from eyelids,F,2299.7,Moderate-High,3
185,Anesthesia for repair of bulging (aneurysm) defect in upper arm artery,F,2156.51,Moderate-High,3
186,Open treatment of broken and dislocated wrist bone,F,2440.8,Moderate-High,3
187,Repair of herniated rectum,F,1825.25,Moderate-High,3
193,Repositioning of groin hernia,F,2176.32,Moderate-High,3
194,Removal of small bowel polyps or growths using an endoscope,F,2038.61,Moderate-High,3
196,Removal or scraping of bone cyst or growth of heel bone with donor bone graft,F,1825.38,Moderate-High,3
198,Release of scar tissue from conjunctiva,F,2579.87,Moderate-High,3
204,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,F,1667.84,Moderate-High,3
212,Reconstruction of an eyelid by transfer of eyelid tissue from opposite eyelid,F,2388.28,Moderate-High,3
217,Biopsy of membrane covering knee joint,F,2529.62,Moderate-High,3
218,"Relocation of patient skin to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet (20 sq centimeters or less)",F,2495.07,Moderate-High,3
222,Open treatment of jaw temporomandibular joint (TMJ) dislocation,F,2155.0,Moderate-High,3
225,"Plastic repair of anal stricture, adult",F,2215.25,Moderate-High,3
226,Closed treatment of broken ankle with manipulation,F,1794.3,Moderate-High,3
230,Removal of growth of cornea,F,1622.07,Moderate-High,3
233,Incision of thyroid cyst or growth,F,2031.95,Moderate-High,3
241,Removal of blood flow assist device in aorta,F,2200.77,Moderate-High,3
243,Measurement and recording of spontaneous brain processing function using magnetic fields,F,1710.05,Moderate-High,3
244,Closure of abnormal drainage tract from rectum into vagina,F,1737.42,Moderate-High,3
250,Amputation through both bones of forearm,F,2459.94,Moderate-High,3
251,Injection of synthetic eye fluid,F,2244.33,Moderate-High,3
253,Incision to repair tendon covering at wrist,F,2312.17,Moderate-High,3
254,Tying incision and complete stripping leg veins with removal of ulcer skin graft deep tissue and/or interruption of connection with veins of the leg,F,2005.76,Moderate-High,3
261,Open treatment of fracture of lower weight bearing joint of fibula (smaller lower leg bone),F,2492.93,Moderate-High,3
282,Removal of ovarian or tubal pregnancy including removal of the ovary and/or tube using an endoscope,F,2072.53,Moderate-High,3
289,"Removal of middle spine bone with release of spinal cord and/or nerves, transthoracic approach",F,1589.05,Moderate-High,3
296,"Removal of foreign material from skin, tissue, muscle, and bone at open fracture and/or dislocation",F,2065.09,Moderate-High,3
299,Incision of nasal sinus of one side of face,F,2630.11,Moderate-High,3
301,"Insertion of central venous catheter and implanted device for infusion beneath the skin, patient 5 years or older",F,2255.27,Moderate-High,3
322,Repair of trapped groin hernia,F,2429.03,Moderate-High,3
324,Opening in chest with release of lung lining,F,2489.32,Moderate-High,3
336,"Home dialysis services per month, patient 2-11 years of age",F,1604.17,Moderate-High,3
338,Transfer of skin flap to trunk,F,1808.65,Moderate-High,3
339,Removal of scar tissue of tendon of forearm and/or wrist,F,2456.55,Moderate-High,3
340,Removal of constricting skin of finger,F,2176.82,Moderate-High,3
346,Removal (less than 3 centimeters) tissue growth beneath the skin of back or flank,F,1629.67,Moderate-High,3
350,Removal and replacement of multiple lead permanent pacemaker pulse generator,F,1902.08,Moderate-High,3
356,Removal of sympathetic radial (lower arm) artery nerve,F,2549.83,Moderate-High,3
357,Tying incision and stripping leg veins,F,2309.41,Moderate-High,3
367,Incision of joint capsule of wrist,F,1814.72,Moderate-High,3
368,"Home dialysis services per month, patient younger than 2 years of age",F,1890.34,Moderate-High,3
369,Biopsy of wrist bone,F,2030.61,Moderate-High,3
372,Relocation of ovaries behind uterus,F,1890.92,Moderate-High,3
376,Mechanical separation of white blood cells and platelets from blood,F,1595.55,Moderate-High,3
387,Removal of lining of tendon covering of wrist,F,2642.72,Moderate-High,3
389,Biopsy of kidney,F,2512.85,Moderate-High,3
405,Removal (5 centimeters or greater) muscle growth of pelvis or hip,F,2546.17,Moderate-High,3
409,Removal of sympathetic palmar (hand) nerve,F,2621.77,Moderate-High,3
414,Suture repair of urinary duct (ureter),F,2519.72,Moderate-High,3
416,Removal of vaginal wall,F,2388.19,Moderate-High,3
417,Closed treatment of broken jaw bone with manipulation,F,2280.64,Moderate-High,3
418,Removal of membrane covering of ankle joint,F,2360.82,Moderate-High,3
423,Incision to repair wrist joint,F,2376.71,Moderate-High,3
424,Closed treatment of broken jaw or cheek bone,F,1686.93,Moderate-High,3
426,Incision of tissue of thigh and/or knee muscle compartment,F,2377.06,Moderate-High,3
431,Insertion or replacement of permanent pacemaker and lower chamber electrodes,F,1833.81,Moderate-High,3
434,Vaginal removal of fibroid tumors (250 grams or less) of uterus,F,2037.61,Moderate-High,3
444,Release of muscles of palm,F,2352.48,Moderate-High,3
445,Removal of pressure sore at hip bone with skin graft,F,2389.9,Moderate-High,3
455,"Skin graft at trunk, arms, or legs (first 100 sq cm or less, or 1% body area of infants and children)",F,2379.02,Moderate-High,3
460,Removal of wedge of lip tissue,F,2171.45,Moderate-High,3
465,"Exploration, drainage, or removal of foreign body of hand joint",F,1875.69,Moderate-High,3
474,"Relocation of arm vein with connection to arm artery, open procedure",F,2350.49,Moderate-High,3
483,Removal of spermatic cord venous dilation or suturing spermatic veins with hernia repair,F,1909.7,Moderate-High,3
484,Removal of foreign body in lung,F,2313.65,Moderate-High,3
487,"Release of sciatic nerve, open procedure",F,2524.03,Moderate-High,3
494,Repair of abnormal anal drainage tract,F,1595.01,Moderate-High,3
499,Removal of ovaries,F,1610.82,Moderate-High,3
503,Revision of small bowel opening and scar tissue release,F,1705.99,Moderate-High,3
507,Partial removal of prostate gland,F,2260.99,Moderate-High,3
513,Removal of salivary gland under floor of mouth,F,2265.71,Moderate-High,3
527,Insertion of central venous catheter and implanted device for infusion beneath the skin,F,1722.81,Moderate-High,3
532,"Insertion of hardware to broken finger or thumb, accessed through the skin",F,2202.64,Moderate-High,3
533,"Exploration of arm or leg for postsurgical bleeding, blood clot, or infection",F,1910.38,Moderate-High,3
539,Dilation of esophagus using an endoscope,F,2033.68,Moderate-High,3
544,Reconstruction of dislocating knee cap,F,2298.1,Moderate-High,3
555,Preparation of donor heart for transplantation,F,1775.71,Moderate-High,3
559,Repair of lung herniation through chest wall,F,2504.44,Moderate-High,3
564,Anesthesia for removal of prostate,F,2204.43,Moderate-High,3
565,"Incision or removal of ejaculatory ducts using an endoscope, male",F,2342.47,Moderate-High,3
569,Removal of remaining or regrown prostate tissue with control of bleeding using an endoscope,F,1791.62,Moderate-High,3
579,Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance,F,1777.62,Moderate-High,3
586,"Partial removal of uterus (250 grams or less), tubes and/or ovaries with retention of cervix using an endoscope,",F,2592.96,Moderate-High,3
