HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
46270,Repair of abnormal anal drainage tract,N,O,65,82,81,82,1220.54,470.15,359.60,365.96
46275,Repair of anal muscle and abnormal anal drainage tract,N,F,795,1136,1119,1135,2087.18,540.90,413.24,418.45
46275,Repair of anal muscle and abnormal anal drainage tract,N,O,36,49,49,49,1644.77,486.42,376.05,374.24
46280,Repair of anal muscle and abnormal anal drainage tract,N,F,879,1338,1284,1338,2178.32,556.18,424.88,431.19
46280,Repair of anal muscle and abnormal anal drainage tract,N,O,46,60,57,60,1588.76,467.44,359.24,361.00
46285,Repair of abnormal anal drainage tract,N,F,160,198,190,198,1974.07,557.31,422.03,428.74
46285,Repair of abnormal anal drainage tract,N,O,17,17,17,17,1004.25,490.60,379.43,389.84
46288,Repair of abnormal anal drainage tract,N,F,226,279,271,279,2223.44,588.88,454.09,461.62
46320,Removal of engorged hemorrhoid,N,F,587,677,660,666,751.11,94.83,69.56,72.71
46320,Removal of engorged hemorrhoid,N,O,1120,1822,1777,1810,430.76,181.81,130.64,134.08
46500,Injection of hemorrhoids,N,F,136,524,506,524,999.54,82.22,61.63,63.09
46500,Injection of hemorrhoids,N,O,283,12427,6697,12426,390.15,201.00,149.73,142.75
46505,Injection of agent to paralyze anal muscle,N,F,485,906,850,906,1196.12,235.13,179.61,184.16
46505,Injection of agent to paralyze anal muscle,N,O,60,100,90,100,891.20,288.34,217.55,210.69
46600,Diagnostic examination of the anus using an endoscope,N,F,2131,9445,8618,9445,182.62,41.24,29.99,29.59
46600,Diagnostic examination of the anus using an endoscope,N,O,8759,84065,74477,84065,221.77,90.72,65.82,64.90
46601,Diagnostic examination of anus with magnification and chemical agent enhancement using an endoscope,N,F,69,309,285,309,386.60,95.06,69.36,66.36
46601,Diagnostic examination of anus with magnification and chemical agent enhancement using an endoscope,N,O,104,1148,1012,1148,1297.97,120.94,86.67,77.77
46604,Dilation of anus using an endoscope,N,F,140,210,195,210,1447.32,94.60,70.96,70.15
46604,Dilation of anus using an endoscope,N,O,122,1339,831,1339,954.03,633.13,484.05,488.65
46606,Biopsy of anus using an endoscope,N,F,833,1300,1246,1300,748.27,76.66,58.07,58.04
46606,Biopsy of anus using an endoscope,N,O,340,1018,944,1018,638.62,212.10,158.51,156.35
46607,Biopsies of anus with magnification and chemical agent enhancement using an endoscope,N,F,196,988,892,988,772.18,133.39,99.83,95.89
46607,Biopsies of anus with magnification and chemical agent enhancement using an endoscope,N,O,104,1468,1254,1468,1072.73,177.56,132.00,118.04
46608,Removal of foreign body in anus using an endoscope,N,F,63,64,64,64,479.91,78.69,56.89,57.72
46608,Removal of foreign body in anus using an endoscope,N,O,10,14,14,14,610.80,250.30,191.57,184.54
46610,Removal of anal polyps or growths using an endoscope,N,F,121,139,138,139,854.79,171.22,130.04,130.98
46610,Removal of anal polyps or growths using an endoscope,N,O,27,38,38,38,436.98,153.46,116.01,115.15
46611,Removal of single anal polyp or growth using an endoscope,N,F,36,46,45,46,440.27,90.18,70.17,73.60
46611,Removal of single anal polyp or growth using an endoscope,N,O,189,362,353,362,389.90,171.59,124.49,129.55
46612,Removal of multiple anal polyps or growths using an endoscope,N,F,44,50,50,50,1211.38,173.93,131.65,134.93
46612,Removal of multiple anal polyps or growths using an endoscope,N,O,11,22,21,22,583.62,248.59,190.98,182.20
46614,Control of anal bleeding using an endoscope,N,F,224,278,262,278,428.92,62.11,45.96,44.79
46614,Control of anal bleeding using an endoscope,N,O,124,616,454,616,992.10,108.31,81.13,73.28
46615,Destruction of anal polyps or growths using an endoscope,N,F,97,141,134,141,975.83,218.46,165.17,165.05
46615,Destruction of anal polyps or growths using an endoscope,N,O,99,271,244,271,421.16,129.99,96.28,96.55
46700,"Plastic repair of anal stricture, adult",N,F,201,346,338,346,2289.56,708.07,545.10,551.00
46700,"Plastic repair of anal stricture, adult",N,O,10,15,15,15,1913.80,625.59,484.83,491.54
46706,Repair of abnormal anal drainage tract,N,F,42,44,44,44,1464.26,203.94,156.81,152.85
46707,Repair of abnormal anal drainage tract,N,F,68,78,75,78,1595.01,492.42,379.98,382.00
46744,"Repair of defect for single channel outlet of rectum, vagina, and urinary tract",N,F,2,52,52,52,4196.92,1923.89,1481.78,1541.86
46750,"Repair of anal muscle for incontinence or prolapse, adult",N,F,252,474,471,474,1934.63,539.39,416.85,425.71
46753,Repair of muscle of anus for incontinence and/or prolapse using wire or suture,N,F,45,58,55,58,2342.90,530.15,408.67,411.44
46754,Removal of anal muscle wire or suture,N,O,10,11,11,11,451.11,247.20,122.75,227.80
46760,"Repair of anal muscle to correct incontinence, adult",N,F,12,15,15,15,2667.62,971.57,755.65,709.38
46761,"Repair of anal muscle to correct incontinence, adult",N,F,138,304,302,304,2462.76,574.33,444.98,441.75
46900,Chemical destruction of anal growths,N,F,82,211,161,211,482.96,136.01,101.71,101.58
46900,Chemical destruction of anal growths,N,O,387,1419,753,1419,541.35,236.44,176.54,175.15
46910,Destruction of anal growths using electric current,N,F,485,745,714,745,1433.84,114.50,86.43,86.55
46910,Destruction of anal growths using electric current,N,O,166,478,413,478,831.79,217.95,160.01,153.50
46916,Freezing destruction of anal growths,N,F,31,42,32,42,500.72,144.78,100.34,99.89
46916,Freezing destruction of anal growths,N,O,429,870,497,870,433.95,229.01,167.10,171.21
46917,Laser destruction of anal growths,N,F,85,108,105,108,1000.06,174.38,133.92,133.78
46917,Laser destruction of anal growths,N,O,34,280,160,280,843.90,413.68,311.90,318.38
46922,Excisional destruction of anal growths,N,F,1612,2427,2351,2427,1145.66,251.58,192.87,193.17
46922,Excisional destruction of anal growths,N,O,333,551,483,551,702.64,260.64,195.78,190.07
46924,Destruction of anal growths,N,F,890,1692,1572,1692,1755.56,295.25,224.67,225.69
46924,Destruction of anal growths,N,O,246,1309,991,1309,1064.82,543.62,413.01,394.34
46930,Destruction of internal anal hemorrhoids,N,F,514,2868,2786,2868,1000.05,96.58,72.97,74.23
46930,Destruction of internal anal hemorrhoids,N,O,498,6813,4218,6813,549.32,201.87,148.76,151.26
46940,Repair of anal tear with dilation of anal muscle,N,F,38,42,42,42,951.29,133.04,104.09,102.23
46940,Repair of anal tear with dilation of anal muscle,N,O,65,354,302,354,658.94,250.69,187.56,174.72
46942,Repair of anal tear with dilation of anal muscle,N,O,22,150,95,150,783.54,244.53,182.63,164.24
46945,Removal and tying hemorrhoid group,N,F,520,604,602,604,992.43,183.71,140.29,144.25
46945,Removal and tying hemorrhoid group,N,O,67,275,196,275,664.71,337.29,262.22,238.94
46946,Removal and tying 2 or more hemorrhoid group,N,F,975,2614,2549,2613,1339.36,353.87,271.50,278.30
46946,Removal and tying 2 or more hemorrhoid group,N,O,82,236,187,236,606.91,312.99,233.83,229.93
46947,Repair of prolapsing hemorrhoids,N,F,786,1732,1728,1732,1869.42,459.84,352.56,366.55
46947,Repair of prolapsing hemorrhoids,N,O,13,36,34,36,1092.11,375.45,287.61,293.42
46999,Anus procedure,N,F,189,247,236,247,910.88,225.09,175.25,176.50
46999,Anus procedure,N,O,42,511,188,502,593.01,200.00,149.30,152.20
47000,"Needle biopsy of liver, accessed through the skin",N,F,8540,49885,49263,49753,548.30,92.20,70.57,71.18
47000,"Needle biopsy of liver, accessed through the skin",N,O,449,1844,1818,1839,823.41,255.22,193.77,196.87
47001,Needle biopsy of liver,N,F,2359,3850,3742,3750,346.34,106.60,82.48,85.29
47001,Needle biopsy of liver,N,O,14,23,23,23,297.96,105.68,82.47,85.10
47010,"Drainage of liver abscess or cyst, open procedure",N,F,235,283,270,274,3078.73,848.26,660.36,665.55
47015,Injection and/or drainage of liver abscesses or cysts,N,F,32,32,32,32,2696.26,766.17,573.55,616.90
47100,Partial removal of liver tissue,N,F,2377,4573,4333,4343,2190.46,474.27,368.17,366.33
47120,Partial removal of liver lobe,N,F,1200,3258,2861,2867,6814.34,1839.10,1434.50,1359.29
47122,Removal of right liver lobe with partial removal of left liver lobe,N,F,214,336,335,336,10221.10,2749.15,2125.40,2041.65
47125,Removal of left liver lobe,N,F,321,414,414,414,8711.55,2428.14,1879.60,1833.10
47130,Removal of right liver lobe,N,F,372,585,585,585,10269.39,2706.01,2100.05,2027.53
47135,Transplantation of donor liver to anatomic position,N,F,525,2985,2958,2984,22783.09,3492.97,2722.51,2496.63
47142,Removal of donor liver right lobe,N,F,34,58,58,58,14458.29,2733.23,2260.49,1851.82
47143,Preparation of donor liver for transplantation,N,F,471,1970,1948,1968,2656.46,190.24,148.72,149.11
47146,Preparation of donor liver for transplantation,N,F,83,185,153,153,1244.44,133.88,104.83,98.67
47147,Preparation of donor liver for transplantation,N,F,185,302,295,296,1476.30,177.04,137.96,120.42
47300,Creation of tract to drain liver cyst or abscess,N,F,207,256,242,242,2966.49,776.16,606.06,579.34
47350,Suture of liver wound to control bleeding,N,F,265,316,312,315,3638.13,978.93,758.67,748.00
47360,Suturing liver wound to control bleeding,N,F,98,102,101,102,5449.40,1536.76,1197.80,1184.26
47361,Suture of liver wound to control bleeding,N,F,158,185,179,185,9498.97,2664.32,2082.50,2120.40
47361,Suture of liver wound to control bleeding,N,O,8,11,11,11,2367.94,1552.66,1200.16,1220.33
47362,Re-exploration of liver wound with removal of packing,N,F,76,78,78,78,3929.45,1215.89,918.89,964.82
47370,Destruction of liver growths using an endoscope,N,F,260,632,626,632,3504.99,974.60,756.94,757.94
47379,Liver procedure using an endoscope,N,F,1612,3559,3406,3419,3352.49,734.40,572.23,576.35
47379,Liver procedure using an endoscope,N,O,12,14,14,14,2489.73,676.14,530.09,530.09
47380,"Destruction of 1 or more growths on liver, open procedure",N,F,264,420,418,420,4097.65,925.37,722.83,685.82
47382,"Destruction of 1 or more growths in liver, accessed through the skin",N,F,929,2856,2630,2853,5579.32,788.94,612.00,610.53
47382,"Destruction of 1 or more growths in liver, accessed through the skin",N,O,11,21,20,21,7205.81,2800.63,1991.28,2353.26
47383,"Destruction of 1 or more liver growths, accessed through the skin",N,F,130,240,224,240,4220.85,464.74,360.07,361.92
47383,"Destruction of 1 or more liver growths, accessed through the skin",N,O,9,31,31,31,3865.59,3378.90,2649.06,2711.96
47399,Liver procedure,N,F,151,237,211,227,3823.47,653.49,511.12,512.01
47400,Drainage or removal of liver duct stone,N,F,14,31,30,31,4941.11,967.09,780.02,769.67
47420,Drainage or removal of liver duct stone,N,F,274,413,412,413,3259.55,786.00,613.40,600.65
47425,Drainage or removal of bile duct stone with redirection of bile flow,N,F,19,19,19,19,4199.96,1113.95,872.22,820.39
47460,Repair of bile duct,N,F,27,30,30,30,3444.40,1118.60,869.61,905.73
47480,"Drainage or removal of stones from gallbladder, open procedure",N,F,257,282,282,282,2425.06,664.86,518.26,522.62
47490,Insertion of catheter (accessed through the skin) into gallbladder using imaging guidance including radiological supervision and interpretation,N,F,4300,11560,11368,11559,1529.74,343.20,267.23,265.80
47531,Injection of bile duct for X-ray imaging procedure accessed through the skin using imaging guidance including radiological supervision and interpretation,N,F,3551,8361,7457,8178,474.56,70.65,54.20,53.50
47531,Injection of bile duct for X-ray imaging procedure accessed through the skin using imaging guidance including radiological supervision and interpretation,N,O,120,151,139,146,897.48,251.93,189.09,191.17
47532,Injection of bile duct for X-ray imaging procedure accessed through the skin using imaging guidance including radiological supervision and interpretation,N,F,547,711,700,710,981.83,191.51,148.49,147.61
47533,"Placement of drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,F,1198,1658,1606,1641,1647.05,267.87,208.17,205.09
47534,"Placement of drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,F,2178,4448,4222,4324,2078.68,383.10,298.02,296.61
47534,"Placement of drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,O,12,13,13,13,3662.31,893.43,700.00,708.47
47535,Conversion of external biliary drainage catheter to internal-external biliary drainage catheter accessed through the skin using imaging guidance with study of bile ducts and radiological supervision and interpretation,N,F,396,472,462,470,1377.82,203.69,157.98,154.79
47536,Replacement of liver duct drainage catheter accessed through the skin with imaging and radiological supervision and interpretation,N,F,2857,13004,8939,12258,975.89,133.04,101.87,100.58
47536,Replacement of liver duct drainage catheter accessed through the skin with imaging and radiological supervision and interpretation,N,O,86,197,122,188,2025.79,546.84,404.68,415.16
47537,"Removal of biliary drainage catheter, accessed through the skin using imaging guidance and radiological supervision and interpretation",N,F,1031,1490,1468,1479,529.97,96.36,74.17,73.34
47537,"Removal of biliary drainage catheter, accessed through the skin using imaging guidance and radiological supervision and interpretation",N,O,35,42,42,42,879.18,286.66,223.96,231.69
47538,"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,F,703,1121,1010,1041,2801.65,233.29,181.08,178.68
47538,"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,O,11,12,12,12,6176.10,1831.53,1354.67,2161.10
47539,"Placement of stent of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,F,119,153,148,149,2868.19,437.37,341.57,335.24
47540,"Placement of stent and drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",N,F,217,276,264,266,3836.51,452.11,352.78,351.18
47541,"Placement of access device into biliary tract, accessed through the skin with imaging including radiological supervision and interpretation",N,F,106,130,129,130,1323.85,331.60,259.13,186.60
47542,Balloon dilation of bile duct accessed through the skin using imaging guidance including radiological supervision and interpretation,N,F,652,1208,971,1156,774.04,144.07,111.80,111.44
47542,Balloon dilation of bile duct accessed through the skin using imaging guidance including radiological supervision and interpretation,N,O,11,38,15,35,990.47,319.86,250.38,246.91
47543,Biopsy of bile duct or liver duct accessed through the skin using imaging guidance with radiological supervision and interpretation,N,F,591,824,779,824,1054.53,166.36,129.68,130.77
47544,"Removal of biliary duct or gallbladder stone, accessed through the skin using imaging guidance and radiological supervision and interpretation",N,F,196,292,236,291,1080.75,169.63,131.65,131.15
47550,Examination of bile ducts during surgery using an endoscope,N,F,282,373,370,373,463.94,140.90,109.87,114.02
47552,"Diagnostic examination of bile ducts using an endoscope, accessed through the skin",N,F,17,20,19,20,1063.05,235.62,183.99,182.05
47553,"Biopsy of bile ducts using an endoscope, accessed through the skin",N,F,26,29,28,29,1001.32,265.06,207.28,207.53
47554,"Removal of bile duct stones using an endoscope, accessed through the skin",N,F,37,59,54,59,1744.56,392.45,305.62,306.05
47555,"Dilation of bile ducts using an endoscope, accessed through the skin",N,F,24,25,25,25,1548.13,323.77,252.45,256.21
47556,"Dilation of bile ducts with stent insertion using an endoscope, accessed through the skin",N,F,11,13,13,13,1186.45,350.12,261.86,263.72
47562,Removal of gallbladder using an endoscope,N,F,17363,128416,128364,128384,2574.36,605.39,466.38,477.82
47562,Removal of gallbladder using an endoscope,N,O,402,802,802,802,2183.50,587.83,450.63,466.17
47563,Removal of gallbladder with X-ray study of bile ducts using endoscope,N,F,9592,51097,50997,51001,2568.91,649.28,500.82,520.53
47563,Removal of gallbladder with X-ray study of bile ducts using endoscope,N,O,137,252,252,252,2333.66,654.76,498.59,526.14
47564,Removal of gallbladder with exploration of common bile duct using endoscope,N,F,881,1259,1258,1259,3071.71,947.75,736.11,756.02
47570,Connection of gall bladder to bowel using an endoscope,N,F,12,13,13,13,2214.49,607.21,468.00,498.23
