rsd,y_pred,y_conf,y_true,provider_count,unique_beneficiary_provider
Release of tissue at tear duct opening,4,0.5217143,4,116,199
Release of nerve of finger ,6,0.4457407,4,16,86
"Destruction of retinal growth by heat or freezing, 1 or more sessions ",6,0.4247844,4,70,108
Removal of sperm duct ,5,0.7566968,4,19,20
Examination with injections of chemical for destruction of bladder using an endoscope,4,0.87235105,4,2176,14353
Incision of bladder with drainage,4,0.85637826,4,2491,5661
Anesthesia for procedure on male genitalia,4,0.52857506,4,334,543
Destruction of trigeminal (facial) nerve branch ,4,0.5378378,4,15,42
CT scan of pelvic blood vessels with contrast ,4,0.89584094,4,316,658
CT scan of heart blood vessels and grafts with contrast dye ,4,0.78446805,4,899,15388
Destruction of growths of esophagus using an endoscope ,4,0.88732123,4,17,21
Relocation of ovaries behind uterus,5,0.6839593,4,12,17
Removal of foreign body from ear canal under anesthesia,2,0.6391087,4,321,360
Insertion of catheter into urinary duct (ureter) and biopsy of urinary duct and/or renal pelvis using an endoscope,4,0.8591578,4,301,410
Insertion of catheters for recording and pacing right upper and lower heart rhythm,4,0.65451413,4,423,808
Incision or removal of nerve to abdomen,4,0.56571,4,31,32
Closed treatment of shoulder dislocation and broken of upper arm bone with manipulation,4,0.5098931,4,36,38
Balloon dilation of small bowel using an endoscope which is inserted through abdominal opening,4,0.7818466,4,128,134
Injection of air or liquid into eye,3,0.31649363,4,621,1136
Destruction of growth of iris using laser,4,0.8242796,4,20,26
"Laser destruction of insufficient vein of arm or leg using imaging guidance, accessed through the skin",4,0.56450224,4,843,6056
"Home dialysis services per month, patient 12-19 years of age ",5,0.49747714,4,165,216
Closed treatment of broken finger or thumb with manipulation ,4,0.76022863,4,1182,1220
Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist,5,0.63506806,4,737,861
Administration of radiation therapy,4,0.7622334,4,14,42
Correction of bunion,6,0.48575422,4,351,638
Cell examination of urine ,4,0.6561909,4,589,72871
"Anti-inhibitor, per i.u.",3,0.55032074,4,50,84
Removal of implant material from outside the eye ,6,0.6167238,4,54,59
Incision of spine bone to correct spinal deformity of spinal column,4,0.64611125,4,1580,5985
"Drainage of abscess, cyst, or blood accumulation under the tongue or jaw bone",4,0.6258647,4,260,324
"Injection of anesthetic agent, sacral nerve bundle",3,0.3923614,4,395,544
"Creation of openings in iris for eye fluid drainage using laser, 1 or more sessions ",4,0.8344811,4,349,1851
Introduction of pigment into skin (6.1 to 20.0 sq cm) to correct color defect ,4,0.87015766,4,408,800
Amputation of thigh through thigh bone,6,0.9935448,4,330,350
Drainage of throat abscess ,6,0.42691246,4,197,201
Examination of bladder and bladder canal (urethra) for treatment of female urethral syndrome using an endoscope,4,0.48237526,4,293,1398
Closed treatment of broken forearm bone at elbow with manipulation ,5,0.50167793,4,37,38
Biopsy of tissue of back or flank,3,0.3420616,4,120,173
Removal or manipulation of stone in urinary duct (ureter) or kidney using an endoscope ,4,0.42535985,4,114,126
Relocation of pacemaker generator skin pocket,4,0.5877226,4,1183,2031
Balloon dilation of esophagus using an endoscope,3,0.40283784,4,1162,1824
Insertion of pacemaker pulse generator with existing single lead ,4,0.57105106,4,654,987
Treatment of spontaneous hip dislocation under anesthesia ,4,0.77914184,4,73,73
Biopsy of cornea,2,0.792474,4,96,108
Insertion of catheter into abdominal pelvic or leg artery,4,0.43226945,4,7447,29099
Harvest of upper arm vein segment for leg or heart artery bypass,4,0.5625412,4,367,493
Anesthesia for procedure on pelvic bone,4,0.5328753,4,17,19
Closed treatment of broken wrist bone with manipulation ,4,0.64386463,4,44,46
Incision and drainage of bladder abscess,3,0.47535312,4,24,31
Dilation of bladder canal (urethra) using an endoscope,4,0.7015606,4,5830,30660
Repair of abnormal anal drainage tract,5,0.65830326,4,42,44
Removal of tissue of palm,6,0.6502784,4,114,187
Removal of remaining cervix,6,0.52244395,4,29,29
Closed treatment of broken ankle with manipulation ,4,0.81138116,4,381,491
Removal of bone implant,4,0.6536447,4,2340,4889
Diagnostic examination of uterus using an endoscope ,4,0.7343998,4,291,484
Anesthesia for open amputation at upper two-thirds of thigh bone ,4,0.700764,4,14343,19788
Closed treatment of broken upper arm bone at shoulder joint with manipulation,4,0.6229129,4,36,38
Destruction of lesion of cornea,4,0.6298442,4,257,456
"Subsequent inpatient hospital critical care of infant or young child, 2 through 5 years of age, per day",5,0.44802272,4,144,159
Treatment of stricture in urinary duct (ureter) using an endoscope,4,0.6287855,4,51,65
CT scan of congenital heart structure defect with contrast ,4,0.58965814,4,26,62
Preparation of donor liver for transplantation,4,0.43598682,4,195,306
Repositioning of implanted pacemaker or defibrillator device,3,0.5790821,4,2117,3361
Removal (less than 1.5 centimeters) tissue beneath the skin growth of hand or finger,4,0.3712839,4,500,872
Evaluation implantable defibrillator,3,0.45779833,4,35,40
Incision of bladder with drainage,4,0.8563541,4,81,97
Laser destruction of anal growths,4,0.6915194,4,85,105
Insertion of electrode for permanent pacemaker or pacing defibrillator device,4,0.8027469,4,10,14
"Incision, destruction, or removal of congenital bladder and bladder canal (urethra) defects using an endoscope",5,0.6782424,4,164,245
Closed treatment of broken ankle ,4,0.54371613,4,1094,1156
Anesthesia for procedure on eye ,4,0.75108135,4,24141,137999
"Repair of lacerated conjunctiva using flap or graft, requiring hospitalization",4,0.6967938,4,10,12
"Needle biopsy of spinal cord, accessed beneath the skin ",4,0.7394012,4,76,101
Closed treatment of dislocated wrist with manipulation,4,0.7281609,4,18,19
Insertion of catheter into right and left heart for diagnosis,6,0.7027307,4,1503,3277
Insertion of catheter into left heart for diagnosis,4,0.48047847,4,1127,4147
Anesthesia for diagnostic examination of shoulder joint using an endoscope,4,0.73526084,4,1693,2614
Control of bleeding in small bowel using an endoscope ,4,0.81386656,4,1933,3522
"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",3,0.63482916,4,33,103
Removal (less than 3 centimeters) tissue growth of foot or toe,5,0.48162627,4,27,34
Biopsy of small bowel using an endoscope ,4,0.79429966,4,63,157
Closed treatment of fracture below neck of upper thigh bone ,4,0.54052097,4,1072,1490
Closed treatment of broken nasal bone,3,0.67339534,4,313,341
Amputation of foot ,4,0.56713706,4,103,121
Biopsy of the bladder using an endoscope,5,0.5068686,4,1349,5477
Laser destruction of anal growths ,4,0.684837,4,24,69
Nuclear medicine study of radioactive material distribution at site of inflammation,3,0.2998419,4,78,191
Opening of windpipe through neck for insertion of breathing tube,4,0.83339953,4,30,34
Radiological supervision and interpretation of imaging of arteries of both arms or legs,2,0.6166917,4,1466,21650
Incision of bladder with destruction of growths and/or insertion of radioactive material ,4,0.55636555,4,61,94
Closed treatment of broken hand or finger with manipulation,4,0.52496624,4,104,123
"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe, includes shipping and necessary supplies ",3,0.7321991,4,19,37
Biopsy of breast accessed through the skin with ultrasound guidance,3,0.601925,4,1875,4298
Anesthesia for procedure on upper front abdominal wall ,3,0.51504236,4,22,31
Stereotactic treatment of brain growth,6,0.64758706,4,18,37
Introduction of pigment into skin (6.1 to 20.0 sq cm) to correct color defect,4,0.86720055,4,84,144
Incision of corner of eye at eyelids,3,0.7759896,4,367,518
Anesthesia for relocation of undescended testicle into scrotum,4,0.8151746,4,340,342
Tying of major artery of arm or leg,4,0.5564438,4,699,824
Closed treatment of fracture of bone of hand with manipulation ,4,0.50246507,4,601,625
Balloon dilation of pancreatic or bile duct using an endoscope,4,0.85736996,4,14,20
Anesthesia for central vein access,4,0.8533334,4,40872,132398
MRI scan of arm with contrast,4,0.60504186,4,132,144
Destruction of trigeminal (facial) nerve branch,4,0.5294719,4,17,68
Enlargement of eyelid margin ,6,0.85197324,4,224,645
Removal or destruction of cervix,4,0.77916086,4,47,57
Dilation of anal muscle under anesthesia,3,0.6562328,4,305,363
"Injection of diagnostic or therapeutic substances or markers in esophagus, stomach, and/or upper small bowel using an endoscope",4,0.91701406,4,504,1602
Ultrasound guided fine needle aspiration or biopsy of esophagus using an endoscope,4,0.62303203,4,201,545
Emergent surgical opening of windpipe through neck for insertion of breathing tube,4,0.79597175,4,827,1004
Biopsy of prostate gland ,3,0.609327,4,5455,62304
Tying or banding of a passage between an artery and vein,4,0.69375145,4,287,888
"Diagnostic examination of the bladder, bladder canal (urethra), and urinary duct (ureter) or kidney using an endoscope",4,0.7397263,4,6250,22631
"Injection by continuous infusion of anesthetic agent, thigh nerve",4,0.7106418,4,6471,39658
Removal of foreign body from ear canal under anesthesia,2,0.6391082,4,345,389
Injection of vocal cords using an endoscope,4,0.7104943,4,446,793
Anesthesia for vasectomy,3,0.71869147,4,128,132
Removal and replacement of defibrillator pulse generator,6,0.45008406,4,17,20
Biopsy of throat lesion behind nose,3,0.8822896,4,169,208
Removal of tissue and muscle growth of mouth,3,0.8050407,4,290,379
Insertion of catheter for imaging of heart blood vessels or grafts,6,0.5844561,4,9075,112510
Anesthesia for procedure on eyelid,4,0.7899321,4,1008,3912
Removal of large bowel polyps or growths using an endoscope ,4,0.6466945,4,1623,2062
Removal of tendon of finger,6,0.6049058,4,29,38
Anesthesia for procedure on knee veins,4,0.6529679,4,194,199
"Insertion of hardware to foot joint dislocation with manipulation, accessed through the skin ",5,0.5067441,4,24,27
Insertion of needle or catheter into the brachial (arm) artery,3,0.6378722,4,198,656
"Complicated removal of foreign body, stone, or stent from bladder canal (urethra) or bladder using an endoscope",4,0.78860104,4,729,2907
Closed treatment of ankle dislocation ,3,0.62441766,4,2041,2189
"Removal of growth (3.1 to 4.0 centimeters) of the trunk, arms, or legs ",2,0.50307107,4,3830,6238
Heat delivery to muscle at esophagus and/or stomach to treat gastric reflux using an endoscope,4,0.6523815,4,121,349
Closed treatment of broken ankle,3,0.49214536,4,1790,2283
Biopsy of rectum,3,0.62234455,4,1042,1507
Closed treatment of fracture of lower weight bearing joint of shin bone ,3,0.51874995,4,347,357
Closed treatment of broken finger or thumb with manipulation,4,0.73976076,4,1159,1195
Removal of salivary cyst under tongue,5,0.536111,4,26,28
Anesthesia for procedure on ankle and/or foot using an endoscope,4,0.5232407,4,4051,4817
Implantation or replacement of programmable spinal canal drug infusion pump,6,0.5942356,4,73,171
Dilation of rectum and large bowel using an endoscope ,3,0.31566718,4,142,160
"Management of radiation therapy, 3D",3,0.5863746,4,3496,86514
Removal of eyelid growth ,3,0.6014434,4,2671,9903
Injection of dye for X-ray imaging of spine disc ,3,0.74439085,4,379,1773
Insertion of wire and dilation of esophagus using an endoscope ,4,0.48811287,4,174,305
Creation of tract to drain salivary gland cyst,6,0.879981,4,38,39
Removal of blood clot and portion of artery of lower leg,6,0.5311458,4,75,81
Rubber banding of large bowel using an endoscope,4,0.7306809,4,557,1091
Removal of growth of tongue and/or vocal cord stripping using an endoscope with operating microscope or telescope,5,0.64002126,4,106,214
Balloon dilation of pancreatic or bile duct using an endoscope,4,0.8573672,4,1864,5932
Drainage of abscess around bladder canal (urethra),4,0.7648405,4,33,34
Treatment of dislocated elbow under anesthesia ,4,0.69203377,4,11,11
Removal of kidney drainage tube (ureter) using fluoroscopic guidance ,3,0.67262685,4,63,70
Exploration of lower leg artery,5,0.5526482,4,177,253
Suture closure of the vagina and vaginal opening,4,0.5685857,4,43,69
Treatment of kidney stricture using an endoscope,5,0.5019045,4,29,32
"Surgical pathology, gross and microscopic examinations, for prostate needle biopsy, any method",3,0.78327286,4,2420,103000
Anesthesia for procedure on lower intestine using an endoscope,3,0.5131209,4,3424,97044
Removal of tonsils patient age 12 or over,4,0.8099218,4,40,42
"Application of organ cavity radiation source, intermediate ",4,0.4768106,4,26,37
Aspiration of eye fluid ,3,0.39033294,4,99,242
Closed treatment of collar bone broken with manipulation,4,0.7629192,4,95,105
"Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area ",6,0.363788,4,7,363
Incision of pancreatic outlet muscle using an endoscope,4,0.90319383,4,5157,33185
Anesthesia for procedure on lower front abdominal wall,4,0.57744783,4,19515,27404
Chemical peel of skin of face ,3,0.7074513,4,28,84
Anesthesia for closed needle biopsy of lung,4,0.6920172,4,1593,2628
Treatment of hip dislocation ,4,0.4008741,4,2899,3259
"Incision of artery in one thigh for insertion of prosthesis, open procedure ",4,0.6365122,4,23,23
"Injection of anesthetic agent, upper spine (phrenic) nerve",4,0.42144117,4,12,12
Relocation of pacemaker generator skin pocket,4,0.5877229,4,1202,2145
Decompression of large bowel using an endoscope,4,0.4723948,4,1432,1890
"Removal of foreign body, stone, or stent from bladder canal (urethra) or bladder using an endoscope",4,0.74747366,4,6079,36285
Colorectal cancer screening; colonoscopy on individual at high risk,4,0.867548,4,16403,365035
Exploration of sperm reservoir,5,0.46623892,4,19,19
Biopsy of wrist bone,3,0.5138898,4,32,33
Anus procedure ,3,0.3790925,4,62,151
"Belt/vest/bag for use to carry external peripheral components of any type ventricular assist device, replacement only ",4,0.6778908,4,8,78
Removal of multiple external hemorrhoids,3,0.45936432,4,161,397
Exploration of upper thigh artery,6,0.9301175,4,471,597
