description,y_pred,y_conf,y_true
Manipulation of spine under anesthesia,Moderate-Low,0.94287765,Moderate-High
Suture of spermatic veins to stop abnormal fluid collection using an endoscope,Moderate-Low,0.8168076,Moderate-High
Repair of blood vessel of arm,High,0.96091783,Moderate-High
Insertion of radiation therapy devices in uterus for radiation therapy,Moderate-High,0.6331154,Moderate-High
Insertion of brain drainage catheter or fluid pressure recording or monitoring device,Moderate-High,0.74995184,Moderate-High
"Release of ligaments of knee joint, open procedure",Moderate-High,0.79064244,Moderate-High
Removal of fluid accumulation in one spermatic cord,Moderate-High,0.7541416,Moderate-High
"Balloon dilation of artery, accessed through the skin or by open procedure, with imaging including radiological supervision and interpretation",High,0.36111408,Moderate-High
Removal of congenital skin and tissue cyst,Moderate-Low,0.83145106,Moderate-High
Suture of bladder canal (urethra) wound or injury,Moderate-High,0.84605676,Moderate-High
Removal or destruction of growth of tongue lymph node,Moderate-High,0.69368654,Moderate-High
Removal of scar tissue of tendon of forearm and/or wrist,Moderate-High,0.5444011,Moderate-High
Open treatment of broken eye socket bone,Moderate-High,0.92667514,Moderate-High
Amputation of both lower leg bones,High,0.45968577,Moderate-High
Open treatment of broken upper arm bone at shoulder joint,High,0.51711136,Moderate-High
Neck or chest procedure,High,0.5677752,Moderate-High
Removal of foreign body from stomach,Low,0.7838121,Moderate-High
Closure of abnormal tear-drainage tract,Moderate-High,0.80947,Moderate-High
Graft to relieve or reactivate facial paralysis,Very-High,0.96700644,Moderate-High
Closed treatment of broken shin bone with manipulation,Moderate-High,0.49834627,Moderate-High
Removal of pressure sore and bone at tailbone with skin graft,High,0.84996223,Moderate-High
"Preparation of donor kidney for transplantation, open or endoscopic procedure",Moderate-Low,0.7423516,Moderate-High
Incision of deep thigh tissue for graft,Moderate-Low,0.59631544,Moderate-High
Repair of wrist joint,Very-High,0.8453508,Moderate-High
Incision and exploration of elbow joint,Moderate-High,0.92398036,Moderate-High
Balloon occlusion of head or neck artery,Moderate-High,0.7930168,Moderate-High
Repair of female bladder neck,High,0.5640502,Moderate-High
"Incision of elbow with exploration, drainage, or removal of foreign body",Moderate-Low,0.36246127,Moderate-High
Closed treatment of knee dislocation under anesthesia,Moderate-Low,0.99583614,Moderate-High
Injection of agent to destroy sacral nerve bundle,Moderate-Low,0.7258388,Moderate-High
Burr hole exploration of the brain,Moderate-High,0.58391565,Moderate-High
"Removal and replacement of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation, accessed through the skin",Moderate-High,0.82341355,Moderate-High
"Open treatment of iliac spine(s), tuberosity avulsion, or iliac wing fracture(s), unilateral or bilateral for pelvic bone fracture patterns which do not disrupt the pelvic ring includes internal fixation, when performed",Moderate-High,0.8390636,Moderate-High
Anesthesia for procedure on pelvic bone,Moderate-Low,0.3733974,Moderate-High
Repair of drainage of heart artery and vein,High,0.9282665,Moderate-High
"Removal of plaque in artery in one leg, endovascular, accessed through the skin or open procedure",Very-High,0.63892204,Moderate-High
Replacement of peripheral venous catheter,Low,0.67179906,Moderate-High
Incision to repair tendon covering at wrist,Moderate-High,0.9681648,Moderate-High
"Drainage of accumulated abdominal lymph fluid, open procedure",Moderate-Low,0.5570294,Moderate-High
Opening in chest with biopsy of growths in one lung,Moderate-High,0.862305,Moderate-High
Insertion of catheter into chest or arm artery,Moderate-Low,0.8702733,Moderate-High
Implantation of brain neurostimulator electrodes with microelectrode recording,Moderate-High,0.7124313,Moderate-High
Removal (less than 5 centimeters) muscle growth of pelvis or hip,Moderate-High,0.9806896,Moderate-High
Plastic repair of salivary duct,High,0.9234191,Moderate-High
Revision of opening from urinary tract to skin with repair of hernia,Moderate-High,0.79358864,Moderate-High
Injection of synthetic eye fluid,Moderate-High,0.68264,Moderate-High
Removal of lining covering abdominal organs,Moderate-High,0.89158946,Moderate-High
Reconstruction to create nasal passages,Moderate-High,0.72875434,Moderate-High
Removal of blood clot of arterial or venous graft,Moderate-High,0.89968276,Moderate-High
Partial removal of bone with release of spinal cord or spinal nerves in upper or lower spine,Very-High,0.8247444,Moderate-High
"Retrieval of foreign body of blood vessels, accessed through the skin including radiological supervision and interpretation",Moderate-Low,0.5808378,Moderate-High
Repositioning of lens prosthesis,Moderate-High,0.7315722,Moderate-High
Anesthesia for placement or revision of blood flow shunt,Moderate-High,0.8496962,Moderate-High
Open treatment of broken cheek bone,Moderate-High,0.9127728,Moderate-High
Repair of wrist joint,Very-High,0.8453508,Moderate-High
Incision and repair of knee cartilage,Moderate-High,0.56518674,Moderate-High
Destruction of lens tissue using laser,Moderate-Low,0.6497231,Moderate-High
Insertion or replacement of defibrillator with electrode,Moderate-High,0.7850927,Moderate-High
Repair of ruptured uterus,Moderate-High,0.8915136,Moderate-High
Drainage of anal abscess,Low,0.4677008,Moderate-High
Anesthesia for partial removal of rib and chest wall repair,High,0.8642788,Moderate-High
Repair of dislocating lower leg tendons,Moderate-High,0.8987214,Moderate-High
"Removal of plaque and insertion of stent in major coronary artery or branch, accessed through the skin",Moderate-High,0.7195815,Moderate-High
Destruction of abnormality of one side of voice box using a flexible endoscope,Moderate-Low,0.68759197,Moderate-High
Partial removal of toe bone,Moderate-Low,0.866292,Moderate-High
Reattachment of nasal and eye socket ligament,High,0.32992893,Moderate-High
"Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of treatme",High,0.80210626,Moderate-High
Removal of polyps in nose,Moderate-Low,0.99429506,Moderate-High
Reconstruction of conjunctiva,High,0.85523707,Moderate-High
Repair of separation of chest bone,Moderate-High,0.7915096,Moderate-High
Anesthesia for procedure to drain brain and spinal cord fluid,Moderate-High,0.7558165,Moderate-High
Partial removal of collar bone,Moderate-High,0.9794129,Moderate-High
Excision of abnormal anal drainage tract,Moderate-High,0.5616095,Moderate-High
Enlargement of eyelid margin,Moderate-High,0.8812501,Moderate-High
Excision of testis (testicle) lesion,Moderate-High,0.6147367,Moderate-High
Incision of joint capsule of foot and toe,Moderate-High,0.7795146,Moderate-High
Open treatment of broken eye socket bone,Moderate-High,0.92667514,Moderate-High
Correction of foot deformity with incision of ankle joint capsule and tendon lengthening,Moderate-High,0.56954026,Moderate-High
Removal of tear sac of the eye,Moderate-High,0.9268786,Moderate-High
"Repair of anal muscle to correct incontinence, adult",Moderate-High,0.9490963,Moderate-High
Open treatment of broken bones of face and head and/or insertion of hardware,Very-High,0.72788167,Moderate-High
Release of scar tissue from eyelids,Moderate-High,0.9322961,Moderate-High
"Removal of infected skin, tissue or muscle of abdomen",Moderate-High,0.7443785,Moderate-High
"Crushing, fragmenting, and removal of bladder stones, complicated or larger than 2.5 centimeters",Moderate-High,0.8176305,Moderate-High
Reconstruction of soft tissue angular deformity of toe,Moderate-High,0.78690064,Moderate-High
Removal of blood clot and portion of artery of upper thigh artery,High,0.67853683,Moderate-High
Application and removal of dental fixation device,Moderate-High,0.61504245,Moderate-High
Insertion of spinal instrumentation for spinal stabilization,High,0.7464941,Moderate-High
Closed treatment of broken upper arm bone at shoulder with manipulation,Moderate-Low,0.50302875,Moderate-High
Anesthesia for removal of breast,Moderate-High,0.8719518,Moderate-High
Removal (less than 5 centimeters) muscle growth of upper arm or elbow,Moderate-High,0.9301049,Moderate-High
Repair of penis,High,0.66654813,Moderate-High
Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation,Moderate-High,0.8589301,Moderate-High
Shaving of shoulder bone using an endoscope,High,0.8039192,Moderate-High
"Removal of malignant growth (over 4.0 centimeters) of the face, ears, eyelids, nose, or lips",Moderate-Low,0.9914587,Moderate-High
Anesthesia for tying of major vein in lower abdomen,Moderate-Low,0.960293,Moderate-High
Creation of permanent eyelid margin scarring,Moderate-High,0.63198864,Moderate-High
"Laser destruction of retinal growth, 1 or more sessions",Moderate-Low,0.55950177,Moderate-High
"Insertion of hardware to foot joint dislocation with manipulation, accessed through the skin",Moderate-Low,0.9879116,Moderate-High
Anesthesia for removal of blood clot in artery behind knee,Moderate-High,0.58436006,Moderate-High
Removal of foreign body from inside eye,Moderate-High,0.7858914,Moderate-High
Partial removal of hip or pelvic bone,High,0.91047484,Moderate-High
Removal of (less than 5 centimeters) muscle growth of leg or ankle,Moderate-High,0.9366307,Moderate-High
Relocation of patient skin (20 sq centimeters or less) to trunk,High,0.78762025,Moderate-High
Removal of cyst or growth of collar bone or shoulder blade,Moderate-High,0.6909817,Moderate-High
Biopsy of tissue of pelvis and hip,Moderate-Low,0.97482634,Moderate-High
Open treatment of dislocated wrist bone,Moderate-High,0.97069967,Moderate-High
Partial removal of hip or pelvic bone,High,0.91047484,Moderate-High
"Replacement, irrigation, or revision of lower spinal canal shunt",Moderate-High,0.8672517,Moderate-High
Closure of abnormal drainage tract from urinary canal (urethra) into vagina,Moderate-Low,0.9063343,Moderate-High
Insertion of catheters for creation of complete heart block,Moderate-High,0.53417206,Moderate-High
Repair of joint capsule of hand and finger,High,0.9549224,Moderate-High
Removal (1.5 centimeters or greater) muscle growth of hand or finger,Moderate-High,0.9386837,Moderate-High
Repair of conjunctiva,Moderate-High,0.49544284,Moderate-High
Removal of blood clot in artery,Moderate-High,0.8117983,Moderate-High
Removal of rectal muscle growth,Moderate-Low,0.8965273,Moderate-High
Shortening of bone of wrist,Moderate-High,0.90099835,Moderate-High
Removal of blood clot and portion of artery of upper arm,High,0.6909994,Moderate-High
Implantation or replacement of spinal canal drug infusion device beneath skin,Moderate-High,0.4732042,Moderate-High
Anesthesia for procedure on perineum,Moderate-High,0.69931084,Moderate-High
Removal of internal and external hemorrhoids with repair of abnormal anal drainage tract,Moderate-High,0.9028262,Moderate-High
Drainage of multiple fluid-filled sacs (bursa) of palm,Moderate-Low,0.5414381,Moderate-High
Vaginal removal of fibroid tumors (250 grams or less) of uterus,Moderate-High,0.9384763,Moderate-High
Anesthesia for procedure to remove uterus following delivery,Moderate-Low,0.7160083,Moderate-High
"Creation of flap graft to eyelids, nose, ears, lips, or mouth",Moderate-High,0.9438025,Moderate-High
Anesthesia for breast reconstruction,Moderate-High,0.8160805,Moderate-High
Aspiration removal of lens material,Moderate-High,0.7951817,Moderate-High
"Relocation of arm vein with connection to arm artery, open procedure",High,0.5272657,Moderate-High
Resuture of bladder neck to vaginal wall and pubic bone with bladder canal suspension,Moderate-High,0.74554324,Moderate-High
Destruction of (less than 0.5 centimeters) growths of the bladder and bladder canal (urethra) using an endoscope,Moderate-High,0.66214883,Moderate-High
"Incision of tendon located from elbow to shoulder, open procedure",Moderate-High,0.87745285,Moderate-High
Needle stereotactic and image-guided biopsy of prostate gland,Moderate-Low,0.5000034,Moderate-High
Closure of abnormal drainage tract from urinary canal (urethra) into vagina,Moderate-Low,0.9063343,Moderate-High
Closed treatment of knee dislocation,Moderate-Low,0.94209534,Moderate-High
Repair of female bladder neck,High,0.5640502,Moderate-High
Closed treatment of broken forearm bones with manipulation,Moderate-Low,0.56180495,Moderate-High
Plastic repair of prolapsed urinary canal (urethra) into vaginal wall,Moderate-Low,0.7211166,Moderate-High
Measurement and recording of spontaneous brain processing function using magnetic fields,Moderate-High,0.62088114,Moderate-High
